//TagName	Language	Translation	creation date yyyymmdd	Comments
//  GS ShopBuilder, Copyright (c) 2005 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!			date20020101	
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020102	
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020103	
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020104	
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020105	
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020106	
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020107	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020108	
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020109	
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020110	dk
// BITTE NUR AM ENDE EINFUEGEN !!!			date20020111	
//Estonian, Latvian, Lithuanian		windows 1257	date20020112	
//Romanian	Rom	Ro, osteuropaeische Sprachgruppe	Date20020112a	Oste
//Lithuanian	lth	lt	Date20020112a	
//Latvian	lvi	lv	Date20020112a	
//estonian 	eti	et	Date20020112a	
//croatian	hrv	Croatian	date20020113	
//serbian (latin)	srl	Serbian latin	date20020113	
//serbian (cyrillic)	srb	Serbian cyrillic	date20020113	
//hungarian	hun	Kosár megtekintése	date20020113	
//Czech	csy	Czech	date20020114	
//Slovenian	slv	Slovenian	date20020114	
//Slovak	sky	Slovak	date20020114	
//Swedish	sve	Swedish	date20020114	
//Hongkong	zhh	Traditional	date20020115	
//Macau	zhm	Traditional	date20020115	
//China	chs	Simplified	date20020115	
//Singapore	zhi	Simplified	date20020115	
//Taiwan	cht	Traditional	date20020115	
//Bahasa Indonesia	ind	Indonesia	date20020115	
//Bahasa Melayu	msb	Bruney	date20020115	
//Bahasa Malaysia	msl	Malaysia	date20020115	
//LangTagBasket	ind	Keranjang	date20020115	
//LangTagBasket	msb	Keranjang	date20020115	
//LangTagBasket	msl	Keranjang	date20020115	
//			date20020115	
//important notice !!!	eng	Lines begining with LangTagFN... MUST NOT contain blanks or special characters.Please use ONLY a-z, A_Z, 0-9 or _ (underscore).	date20020508	
//LangTagCookie	deu	Für unser Login sind Cookies erforderlich. Bitte aktivieren Sie Cookies in Ihren Browserseinstellungen	date20050869	
//LangTagCookie	eng	Please activate Cookies in your browser settings.	date20050869	
//LangTagFinancialInstitution	deu	Geldinstitut	date20030301	
//LangTagFinancialInstitution	eng	Financial Institution	date20030301	
//LangTagTextQuantity	deu	Menge	date20030301	
//LangTagTextQuantity	eng	Quantity	date20030301	
//LangTagTextSaveData	deu	Eingegebene Formulardaten speichern.<br />(Die Daten werden als Cookie abgespeichert.)	date20030301	Tabellenüberschrift buy3.htm
//LangTagTextSaveData	eng	Save the formular data.(Data are saved in a cookie)	date20030301	
//TagName	Language	Translation	creation date yyyymmdd	Comments
//wichtige Bemerkung !!!	deu	Zeilen, die mit LangTagFN... beginnen, duerfen keine Leerzeichen und keine Sonderzeichen enthalten, Nur a-z, A-Z, 0-9 und _ verwenden !!	date20030508	
LangTagTextGoodsValue	eng	Value of goods	date20050111
LangTagTextGoodsValue	rom	Valoarea produselor	date20090213
LangTagTextIClear	deu	Sicher und bequem bezahlen mit iclear. Falls Sie per iclear bezahlen möchten, ist das Ausfüllen des Bestellformulars nicht erforderlich. Bitte klicken Sie dann hier:	date20030301
LangTagTextIClear	eng	Easy and secure payment by iclear. If you like to pay per iclear, it is not needed to enter the order form. In that case please click here:	date20030301
LangTagTextIClear	rom	Plata prin iclear. In cazul in care platiti prin iclear, nu trebuie sa completati formularul de comanda. Va rugam sa dati click aici:	date20090213
LangTagTextIClearLink	deu	Bezahlen mit iclear	date20030301
LangTagTextIClearLink	eng	Payment by iclear	date20030301
LangTagTextIClearLink	rom	Plata prin iclear	date20090213
LangTagTextInteger	deu	Bitte eine ganzzahlige positive Anzahl eingeben!	date20030301
LangTagTextInteger	eng	Please enter a positive integer!	date20030301
LangTagTextInteger	rom	Va rugam sa introduceti un numar pozitiv, intreg!	date20090213
LangTagTextItem	deu	Artikel	date20030301
LangTagTextItem	eng	Item	date20030301
LangTagTextItem	rom	Articol	date20090213
LangTagTextItems	deu	Bitte wählen Sie die gewünschte Warengruppe aus	date20030301
LangTagTextItems	eng	Please choose the relevant category	date20030301
LangTagTextItems	rom	Va rugam sa alegeti categoria de produse dorita	date20090213
LangTagTextLogin	deu	Login	date20050112
LangTagTextLogin	eng	Login	date20050112
LangTagTextLogin	rom	Login	date20090213
LangTagTextLoginError	deu	Login fehlgeschlagen.	date20050113
LangTagTextLoginError	eng	Login failed	date20050113
LangTagTextLoginError	rom	Eroare la login	date20090213
LangTagTextLoginWelcome	deu	Willkommen	date20050113
LangTagTextLoginWelcome	eng	Welcome	date20050113
LangTagTextLoginWelcome	rom	Bine ati venit	date20090213
LangTagTextLogout	deu	Logout	date20050112
LangTagTextLogout	eng	Logout	date20050112
LangTagTextLogout	rom	Logout	date20090213
LangTagTextMaxQuantity	deu	Die maximale Bestellmenge ist	date20030301
LangTagTextMaxQuantity	eng	The maximum order quantity is	date20030301
LangTagTextMaxQuantity	rom	Cantitatea maxima a comenzii este de	date20090213
LangTagTextMinOrderValue1	deu	Sie haben Artikel für	date20030301
LangTagTextMinOrderValue1	eng	You have articles for	date20030301
LangTagTextMinOrderValue1	rom	Aveti articole in valoare de	date20090213
LangTagTextMinOrderValue2	deu	in Ihrem Warenkorb.\nDer Mindestbestellwert von	date20030301
LangTagTextMinOrderValue2	eng	in your basket.\nThe least order value by	date20030301
LangTagTextMinOrderValue2	rom	in cosul de cumparaturi.\nValoare minima de	date20090213
LangTagTextMinOrderValue3	deu	ist noch nicht erreicht.	date20030301
LangTagTextMinOrderValue3	eng	is not reached yet.	date20030301
LangTagTextMinOrderValue3	rom	nu a fost inca atinsa.	date20090213
LangTagTextMyComments	deu	eigene Bewertungen	date20090112
LangTagTextMyComments	eng	My Ratings	date20090112
LangTagTextMyComments	rom	Evaluarea mea	date20090213
LangTagTextNoItems	deu	In dieser Warengruppe gibt es zur Zeit keine Produkte und keine weiteren Unterwarengruppen.	date20030301
LangTagTextNoItems	eng	No items are listed in this category.	date20030301
LangTagTextNoItems	rom	Aceasta categorie este goala.	date20090213
LangTagTextOrderData	deu	Sie haben hier die Möglichkeit, Ihre letzten Bestellungen einzusehen.	date20051012	
LangTagTextOrderData	eng	Here you are able to view your last orderdata.	date20051012	
LangTagTextOrderData	rom	Aici aveti posibilitatea sa vedeti comanda dumneavoastra.	date20090213	
LangTagTextOrderForm	deu	2. Bitte füllen Sie das folgende Bestellformular aus (*Felder bitte unbedingt angeben) und drücken Sie den 'Bestellung fortsetzen' Knopf.	date20030301	Seite buy2
LangTagTextOrderForm	eng	2. Please enter the information below (*text fields are required). To complete your order click on 'Submit'.	date20030301	
LangTagTextOrderForm	rom	2. Va rugam sa completati campurile de mai jos. (Campurile marcate cu * sunt obligatorii). Pentru a completa comanda va rugam sa apasati butonul 'Submit'.	date20090213	
LangTagTextOrderTotal	deu	Summe	date20030301	
LangTagTextOrderTotal	eng	Order Total	date20030301	
LangTagTextOrderTotal	rom	Valoarea total	date20090213	
LangTagTextPassword	deu	Passwort	date20050112	
LangTagTextPassword	eng	Password	date20050112	
LangTagTextPassword	rom	Parola	date20090213	
LangTagTextPasswordNew	deu	Neues Password	date20050114	
LangTagTextPasswordNew	eng	New Password	date20050114	
LangTagTextPasswordNew	rom	Parola noua	date20090213	
LangTagTextPasswordOld	deu	Altes Passwort	date20050114	
LangTagTextPasswordOld	eng	Old Password	date20050114	
LangTagTextPasswordOld	rom	Parola veche	date20090213	
LangTagTextPaybox	deu	Paybox - Bezahlen per Handy. Falls Sie per Handy bezahlen möchten, wählen Sie oben als Zahlungsart bitte Paybox aus.	date20030301	
LangTagTextPaybox	eng	Paybox - Pay by mobile. Please choose Paybox as Payment Conditions if you like to pay with your mobile.	date20030301	
LangTagTextPaybox	rom	Paybox - platiti cu ajutorul telefonului mobil. Va rugam sa alegeti Paybox ca modalitate de plata daca doriti sa platiti cu ajutorul telefonului mobil.	date20090213	
LangTagTextPayment	deu	Zahlungsart	date20030301	Seite buy
LangTagTextPayment	eng	Payment	date20030301	
LangTagTextPayment	rom	Modalitatea de plata	date20090213	
LangTagTextPaymentAddressArea	deu	Länderzone (Rechnung)	date20041206	
LangTagTextPaymentAddressArea	eng	Billing to	date20041206	
LangTagTextPaymentAddressArea	rom	Factura catre	date20090213	
LangTagTextPleaseChoose	deu	Bitte wählen	date20030301	
LangTagTextPleaseChoose	eng	Please choose	date20030301	
LangTagTextPleaseChoose	rom	Va rugam sa alegeti	date20090213	
LangTagTextPleaseEnter	deu	Bitte eingeben:	date20030301	
LangTagTextPleaseEnter	eng	Please enter:	date20030301	
LangTagTextPleaseEnter	rom	Va rugam sa introduceti:	date20090213	
LangTagTextPosition	deu	Position	date20051107	
LangTagTextPosition	eng	position	date20051107	
LangTagTextPosition	rom	Pozitie	date20090213	
LangTagTextPostage	deu	Versandkosten	date20030301	
LangTagTextPostage	eng	Delivery Charges	date20030301	
LangTagTextPostage	rom	Costuri de expediere	date20090213	
LangTagTextPreview	deu	Template-Vorschau	date20050104	
LangTagTextPreview	eng	Template preview	date20050104	
LangTagTextPreview	rom	Template preview	date20090213	
LangTagTextQuantity	deu	Menge	date20030301	Überschrift Seite thankyou
LangTagTextQuantity	eng	Quantity	date20030301	
LangTagTextQuantity	rom	Cantitate	date20090213	
LangTagTextRabat	deu	Rabatt (Warenwert)	date20030301	
LangTagTextRabat	eng	Discount (value of goods)	date20030301	
LangTagTextRabat	rom	Reducere de pret	date20090213	
LangTagTextRemoveConfirm	deu	Möchten Sie wirklich alle Artikel aus dem Einkaufswagen entfernen?	date20030301	
LangTagTextRemoveConfirm	eng	Do you really want to remove all items from the basket?	date20030301	
LangTagTextRemoveConfirm	rom	Chiar doriti sa goliti cosul de cumparaturi?	date20090213	
LangTagTextRemoveItem	deu	Entfernen	date20030301	
LangTagTextRemoveItem	eng	Remove	date20030301	
LangTagTextRemoveItem	rom	Elimina	date20090213	
LangTagTextRepetition	deu	Wiederholung des Passworts	date20050114	
LangTagTextRepetition	eng	Repeat Password	date20050114	
LangTagTextRepetition	rom	Repetati parola	date20090213	
LangTagTextSaveData	deu	Eingegebene Formulardaten speichern.<br />(Die Daten werden als Cookie abgespeichert.)	date20040131	Tabellenüberschrift buy3.htm
LangTagTextSaveData	eng	Save the formular data.(Data are saved in a cookie)	date20040131	
LangTagTextSaveData	rom	Salvati datele introduse in acest formular? (Datele sunt salvate intr-un cookie)	date20090213	
LangTagTextSearchEnter	deu	Bitte einen Suchbegriff eingeben!	date20030301	
LangTagTextSearchEnter	eng	Please enter a word to search for!	date20030301	
LangTagTextSearchEnter	rom	Va rugam sa introduceti un termen pentru cautare!	date20090213	
LangTagTextSearchNoResult	deu	nicht gefunden!	date20030301	
LangTagTextSearchNoResult	eng	not found!	date20030301
LangTagTextSearchNoResult	rom	nu a fost gasit?	date20090213
LangTagTextSearchResults	deu	Suchresultate	date20030301
LangTagTextSearchResults	eng	Search Results	date20030301
LangTagTextSearchResults	rom	Rezultatele cautarii	date20090213
LangTagTextSecondCurrency	deu	Dies entspricht einem Preis von	date20030301
LangTagTextSecondCurrency	eng	This corresponds to a price of	date20030301
LangTagTextSecondCurrency	rom	Aceasta corespunde unui pret de	date20090213
LangTagTextShippingAddressArea	deu	Versandgebiet	date20041206
LangTagTextShippingAddressArea	eng	Shipping to	date20041206
LangTagTextShippingAddressArea	rom	Expedierea catre	date20090213
LangTagTextShortVAT	deu	MwSt.	date20030301
LangTagTextShortVAT	eng	VAT	date20030301
LangTagTextShortVAT	rom	TVA	date20090213
LangTagTextSignedIn	deu	Adresse wurde erfolgreich eingetragen	date20080118
LangTagTextSignedIn	eng	Address has been registered successfully	date20080118
LangTagTextSignedIn	rom	Adresa a fost inregistrata cu succes	date20090213	
LangTagTextSignOut	deu	Adresse wurde erfolgreich ausgetragen	date20080118	
LangTagTextSignOut	eng	Address has been deleted successfully	date20080118	
LangTagTextSignOut	rom	Adresa a fost stearsa cu succe	date20090213	
LangTagTextSignOutFailed	deu	Fehler Adresse konnte nicht gefunden werden	date20080813	
LangTagTextSignOutFailed	eng	Failure Address not found	date20080813	
LangTagTextSignOutFailed	rom	Adresa gresita nu a putut fi gasita	date20090213	
LangTagTextSSLFailedPaynova	deu	Ihre Bestellung wurde erfolgreich ausgeführt. Bei der Bezahlung über Kreditkarte ist jedoch ein Fehler aufgetreten. Der Shopbetreiber wird sich mit Ihnen in Verbindung setzen.	date20060817	
LangTagTextSSLFailedPaynova	eng	Please contact the merchant (onlineshop). Creditcard payment is missing.	date20060817	
LangTagTextSSLFailedPaynova	rom	Comanda Dvs. a fost inregistrata. Totusi in operatiunea de achitare prin Card de credit a intervenit o eroare. Administratorul Shop-ului va lua legatura cu Dvs. Cit mai curind.	date20090213	
LangTagTextTextField	deu	Text	date20030301	Shoppage
LangTagTextTextField	eng	Text	date20030301	
LangTagTextTextField	rom	Text	date20090213	
LangTagTextThanks	deu	Danke	date20030301	
LangTagTextThanks	eng	Thanks	date20030301	
LangTagTextThanks	rom	Multumim	date20090213	
LangTagTextTotalPrice	deu	Gesamtpreis	date20030301
LangTagTextTotalPrice	eng	Total Price	date20030301
LangTagTextTotalPrice	rom	Pret total	date20090213
LangTagTextUnitPrice	deu	Einzelpreis	date20030301
LangTagTextUnitPrice	eng	Unit Price	date20030301
LangTagTextUnitPrice	rom	Pret unitar	date20090213
LangTagTextUpdateItem	deu	Aktualisieren	date20030301
LangTagTextUpdateItem	eng	Update	date20030301
LangTagTextUpdateItem	rom	Actualizeaza	date20090213
LangTagTextUser	deu	Benutzername	date20050112
LangTagTextUser	eng	User	date20050112
LangTagTextUser	rom	Nume utilizator	date20090213
LangTagTextUserComments	deu	Bewertungen und Kommentare	date20090112
LangTagTextUserComments	eng	Ratings and comments	date20090112
LangTagTextUserComments	rom	Aprecieri si comentarii	date20090213
LangTagTextUserCommentsAdd	deu	"Bewertung hinzuf&uuml;gen"	date20090112
LangTagTextUserCommentsAdd	eng	Add rating	date20090112
LangTagTextUserCommentsAdd	rom	Adauga aprecierea 	date20090213
LangTagTextUserCommentsAvg	deu	Durchschnittliche Kundenbewertung	date20090112
LangTagTextUserCommentsAvg	eng	Average customer rating	date20090112
LangTagTextUserCommentsAvg	rom	Aprecierea medie	date20090213
LangTagTextUserCommentsErr	deu	"Bitte f&uuml;llen Sie s&auml;mtliche Felder aus."	date20090112
LangTagTextUserCommentsErr	eng	Please enter data in all fields.	date20090112
LangTagTextUserCommentsErr	rom	Va rugam indroduceti datele in toate campurile.	date20090213
LangTagTextUserCommentsNoticeNotVisible	deu	Bitte beachten Sie: Ihre Bewertung wird erst angezeigt, wenn sie vom Shopbetreiber freigeschaltet wurde.	date20090112
LangTagTextUserCommentsNoticeNotVisible	eng	Please notice: Your rating has to be approved by the shop owner.	date20090112
LangTagTextUserCommentsNoticeNotVisible	rom	Retineti: Aprecierea va fi vizibila doar cu acordul Administratorului acestul Shop.	date20090213
LangTagTextUserCommentsRating	deu	Bewertung	date20090112
LangTagTextUserCommentsRating	eng	Rating	date20090112
LangTagTextUserCommentsRating	rom	Apreciere	date20090213
LangTagTextUserCommentsSubject	deu	"&Uuml;berschrift"	date20090112
LangTagTextUserCommentsSubject	eng	Subject	date20090112
LangTagTextUserCommentsSubject	rom	Tema	date20090213
LangTagTextUserCommentsText	deu	Text	date20090112
LangTagTextUserCommentsText	eng	Text	date20090112
LangTagTextUserCommentsText	rom	Text	date20090213
LangTagTextVAT	deu	MwSt.	date20030301
LangTagTextVAT	eng	VAT	date20030301
LangTagTextVAT	rom	TVA	date20090213
LangTagTextViewBasket	deu	Warenkorb anzeigen	date20030301
LangTagTextViewBasket	eng	View Basket	date20030301
LangTagTextViewBasket	rom	Afisati continutul cosului de cumparaturi	date20090213
LangTagTo	deu	bis	date20051013
LangTagTo	eng	to	date20051013
LangTagTo	rom	pana la	date20090213
LangTagTotal	deu	Gesamt	date20060418
LangTagTotal	eng	Total	date20060418
LangTagTotal	rom	Total	date20090213
LangTagTotalAmount	deu	Rechnungsbetrag	date20030301
LangTagTotalAmount	eng	Invoice total	date20030301
LangTagTotalAmount	rom	Valoarea totala a facturii	date20090213
LangTagToTheTop	deu	Zum Seitenanfang	date20051111
LangTagToTheTop	eng	To the top	date20051111
LangTagToTheTop	rom	Top	date20090213
LangTagToWishList	deu	Zur Wunschliste	date20060926
LangTagToWishList	eng	to wish list	date20060926
LangTagToWishList	rom		date20090213
LangTagTrustedShopsClick	deu	Trusted Shops Gütesiegel - Bitte hier Gültigkeit prüfen!	date20060106
LangTagTrustedShopsClick	eng	Certified online shop with free money-back guarantee by Trusted Shops. Click to verify!	date20060106
LangTagTrustedShopsClick	rom	Certified online shop with free money-back guarantee by Trusted Shops. Click to verify!	date20090213
LangTagTrustedShopsSiegel	deu	Geprüfter Online-Shop mit kostenloser Geld-zurück- Garantie von Trusted Shops. Klicken Sie auf das Gütesiegel, um die Gültigkeit zu prüfen.	date20060106
LangTagTrustedShopsSiegel	eng	Certified online shop with free money-back guarantee by Trusted Shops. Click to verify!	date20060106
LangTagTrustedShopsSiegel	rom	Certified online shop with free money-back guarantee by Trusted Shops. Click to verify!	date20090213
LangTagTrustedShopsSignIn	deu	Anmeldung zur Geld-zurück-Garantie	date20060106
LangTagTrustedShopsSignIn	eng	Register for money-back guarantee...	date20060106
LangTagTrustedShopsSignIn	rom	Register for money-back guarantee...	date20090213
LangTagTrustedShopsText	deu	Als Trusted Shops Mitglied bieten wir Ihnen als zusätzlichen Service die Geld-zurück-Garantie der Atradius Versicherungsgruppe an. Wir übernehmen alle Kosten dieser Garantie, Sie müssen sich lediglich anmelden.	date20060106
LangTagTrustedShopsText	eng	As a certified Trusted Shops member, we offer the additional service of the money-back guarantee backed by the Atradius Insurance Group. We cover all costs for the guarantee. You only have to register.	date20060106
LangTagTrustedShopsText	rom	As a certified Trusted Shops member, we offer the additional service of the money-back guarantee backed by the Atradius Insurance Group. We cover all costs for the guarantee. You only have to register.	date20090213
LangTagTrustedShopsTitle	deu	Sicher Einkaufen mit Trusted Shops	date20070110
LangTagTrustedShopsTitle	eng	Sicher Einkaufen mit Trusted Shops	date20070110
LangTagTrustedShopsTitle	rom	Cumpara fara riscuri cu Trusted Shops	date20090213
LangTagTxDeliveryMode	deu	Versandart	Date20060515
LangTagTxDeliveryMode	eng	Delivery Mode	Date20060515
LangTagTxDeliveryMode	rom	Modalitate de expediere	date20090213
LangTagTxShipmentConditions	deu	Lieferbedingungen	Date20060514
LangTagTxShipmentConditions	eng	Conditions of delivery	Date20060514
LangTagTxShipmentConditions	rom	Conditii de livrare	date20090213
LangTagUnits	deu	Stk.	date20060109
LangTagUnits	eng	units	date20060109
LangTagUnits	rom	B.	date20090213
LangTagUnsubscribeNewsletter	deu	Austragen	date20060111
LangTagUnsubscribeNewsletter	eng	Unsubcribe	date20060111
LangTagUnsubscribeNewsletter	rom	Strege datele mele	date20090213
LangTagUpSellingText	deu	Darf\'s ein bisschen mehr sein?	date20090131
LangTagUpSellingText	eng	More features needed?	date20090131
LangTagUpSellingText	rom	Inca ceva in plus?	date20090213
LangTagUserCommentsQuestionDelete	deu	Möchten Sie die gewählten Bewertung(en) wirklich löschen?	date20090113
LangTagUserCommentsQuestionDelete	eng	Are you sure you want to delete the selected ratings?	date20090113
LangTagUserCommentsQuestionDelete	rom	Sunteti sigur da doriti stergerea aprecierilo si evaluarilor?	date20090213
LangTagUserdata	deu	Benutzerdaten	date20060104
LangTagUserdata	eng	User data	date20060104
LangTagUserdata	rom	Date despre utilizator	date20090213
LangTagVacations	deu	Urlaubszeiten	date20050601
LangTagVacations	eng	Vacations	date20050601
LangTagVacations	rom	Concedii	date20090213
LangTagValue	deu	Wert	date20051102
LangTagValue	eng	value	date20051102
LangTagValue	rom	Valoare	date20090213
LangTagViewOrderData	deu	Bestellungen einsehen	date20051012
LangTagViewOrderData	eng	view order data	date20051012
LangTagViewOrderData	rom	Vizualizeaza comanda	date20090213
LangTagWeightFrom	deu	Gewicht ab	date20061122
LangTagWeightFrom	eng	Weight from	date20061122
LangTagWeightFrom	rom	De la o greutate de	date20090213
LangTagWeightTotal	deu	Warengewicht	date20050601
LangTagWeightTotal	eng	Net weight	date20050601
LangTagWeightTotal	rom	Greutatea produselor	date20090213
LangTagWeightUnit	deu	kg	date20041220
LangTagWeightUnit	eng	kg	date20041220
LangTagWeightUnit	rom	kg	date20090213
LangTagWishList	deu	Wunschliste	date20060921
LangTagWishList	eng	wish list	date20060921
LangTagWishList	rom	Lista de preferinte	date20090213
LangTagWishListText	deu	<b>Hinweis:</b> Nicht mehr geführte Artikel werden automatisch aus der Wunschliste entfernt.	date20060921
LangTagWishListText	eng	<b>Hinweis:</b> Nicht mehr geführte Artikel werden automatisch aus der Wunschliste entfernt.	date20060921
LangTagWishListText	rom	<b>Indicatie:</b>Articolele care nu se mai desfac prin Shop vor fi automat sterse din Lista de preferinte.	date20090213
LangTagWorldPayPayment	deu	WorldPay Bezahlung OK?	date20040129
LangTagWorldPayPayment	eng	WorldPay Payment OK?	date20040129
LangTagWorldPayPayment	rom	WorldPay Payment OK?	date20090213
LangTagWrongCouponCode	deu	Der eingetragende Gutscheincode ist uns nicht bekannt!	date20051012
LangTagWrongCouponCode	eng	The entered coupon number is not valid!	date20051012
LangTagWrongCouponCode	rom	Codul introdus nu este valabil!	date20090213
LangTagYear	deu	Jahr	date20030301
LangTagYear	eng	Year	date20030301
LangTagYear	rom	Anul	date20090213
LangTagYearExpirationDate	deu	Jahr der Gültigkeit Ihrer Kreditkarte	date20030301
LangTagYearExpirationDate	eng	Year of the Expiration Date	date20030301
LangTagYearExpirationDate	rom	Anul in care expira cartea de credit	date20090213
LangTagYourFriend	deu	Artikel weiterempfehlen an	date20040128
LangTagYourFriend	eng	Send product link to	date20040128
LangTagYourFriend	rom	Expediaza link-ul la	date20090213
LangTagYourName	deu	Ihr Name	date20040128
LangTagYourName	eng	Your name	date20040128
LangTagYourName	rom	Numele dumneavoastra	date20090213
LangTagYourOrderData	deu	Ihre Bestelldaten	date20051027
LangTagYourOrderData	eng	Your order data	date20051027
LangTagYourOrderData	rom	Datele dumneavoastra de comanda	date20090213
LangTextFieldCustomerNrLogin	deu	Kundennummer	date20040201
LangTextFieldCustomerNrLogin	eng	CustomerNumber	date20040201
LangTextFieldCustomerNrLogin	rom	Cod client	date20090213
LangTextFNFieldCustomerNrLogin	deu	Kundennummer	date20040201
LangTextFNFieldCustomerNrLogin	eng	CustomerNumber	date20040201
LangTextFNFieldCustomerNrLogin	rom	Cod client	date20090213

//Begin Countries
LangTagCountryAfganistan	deu	Afganistan	date20100514
LangTagCountryAfganistan	eng	Afganistan	date20100514

LangTagCountryEgypt	deu	Ägypten	date20100514
LangTagCountryEgypt	eng	Egypt	date20100514

LangTagCountryAlbania	deu	Albanien	date20100514
LangTagCountryAlbania	eng	Albania	date20100514

LangTagCountryAlgeria	deu	Algerien	date20100514
LangTagCountryAlgeria	eng	Algeria	date20100514

LangTagCountryAmericanSamoa	deu	Amerikanisch-Samoa	date20100514
LangTagCountryAmericanSamoa	eng	Amrican Samoa	date20100514

LangTagCountryAndorra	deu	Andorra	date20100514
LangTagCountryAndorra	eng	Andorra	date20100514

LangTagCountryAngola	deu	Angola	date20100514
LangTagCountryAngola	eng	Angola	date20100514

LangTagCountryAnguilla	deu	Anguilla	date20100514
LangTagCountryAnguilla	eng	Anguilla	date20100514

LangTagCountryAntarctica	deu	Antarktis	date20100514
LangTagCountryAntarctica	eng	Antarctica	date20100514

LangTagCountryAntiguaAndBarbuda	deu	Antigua und Barbuda	date20100514
LangTagCountryAntiguaAndBarbuda	eng	Antigua and Barbuda	date20100514

LangTagCountryEquatorialGuinea	deu	Äquatorialguinea	date20100514
LangTagCountryEquatorialGuinea	eng	Equatorial Guinea	date20100514

LangTagCountryArgentina	deu	Argentinien	date20100514
LangTagCountryArgentina	eng	Argentina	date20100514

LangTagCountryArmenia	deu	Armenien	date20100514
LangTagCountryArmenia	eng	Armenia	date20100514

LangTagCountryAruba	deu	Aruba	date20100514
LangTagCountryAruba	eng	Aruba	date20100514

LangTagCountryAzerbaijan	deu	Aserbaidschan	date20100514
LangTagCountryAzerbaijan	eng	Azerbaijan	date20100514

LangTagCountryEthiopia	deu	Äthiopien	date20100514
LangTagCountryEthiopia	eng	Ethiopia	date20100514

LangTagCountryAustralia	deu	Australien	date20100514
LangTagCountryAustralia	eng	Australia	date20100514

LangTagCountryBahamas	deu	Bahamas, die	date20100514
LangTagCountryBahamas	Bahamas	date20100514

LangTagCountryBahrain	deu	Bahrein	date20100514
LangTagCountryBahrain	eng	Bahrain	date20100514

LangTagCountryBangladesh	deu	Bangladesch	date20100514
LangTagCountryBangladesh	eng	Bangladesh	date20100514

LangTagCountryBarbados	deu	Barbados	date20100514
LangTagCountryBarbados	eng	Barbados	date20100514

LangTagCountryBelgium	deu	Belgien	date20100514
LangTagCountryBelgium	eng	Belgium	date20100514

LangTagCountryBelize	deu	Belize	date20100514
LangTagCountryBelize	eng	Belize	date20100514

LangTagCountryBenin	deu	Benin	date20100514
LangTagCountryBenin	eng	Benin	date20100514

LangTagCountryBermuda	deu	Bermuda	date20100514
LangTagCountryBermuda	eng	Bermuda	date20100514

LangTagCountryBhutan	deu	Bhutan	date20100514
LangTagCountryBhutan	eng	Bhutan	date20100514

LangTagCountryBolivia	deu	Bolivien	date20100514
LangTagCountryBolivia	eng	Bolivia	date20100514

LangTagCountryBosnienHerzegowina	deu	Bosnien-Herzegowina	date20100514
LangTagCountryBosnienHerzegowina	eng	Bosnia and Herzegovina	date20100514

LangTagCountryBotsuana	deu	Botswana	date20100514
LangTagCountryBotsuana	eng	Botsuana	date20100514

LangTagCountryBouvetIsland	deu	Bouvet-Insel	date20100514
LangTagCountryBouvetIsland	eng	Bouvet Island	date20100514#

LangTagCountryBrazil	deu	Brasilien	date20100514
LangTagCountryBrazil	eng	Brazil	date20100514

LangTagCountryVirginIslandsBritish	deu	Britische Jungferninseln	date20100514
LangTagCountryVirginIslandsBritish	eng	Virgin Islands, British	date20100514

LangTagCountryBritishIndianOceanTerritory	deu	Britisches Territorium im Indischen Ozean	date20100514
LangTagCountryBritishIndianOceanTerritory	eng	British Indian Ocean Territory	date20100514

LangTagCountryBruneiDarussalam	deu	Brunei Darussalam	date20100514
LangTagCountryBruneiDarussalam	eng	Brunei Darussalam	date20100514

LangTagCountryBulgaria	deu	Bulgarien	date20100514
LangTagCountryBulgaria	eng	Bulgaria	date20100514

LangTagCountryBurkinaFaso	deu	Burkina Faso	date20100514
LangTagCountryBurkinaFaso	eng	Burkina Faso	date20100514

LangTagCountryBurundi	deu	Burundi	date20100514
LangTagCountryBurundi	eng	Burundi	date20100514

LangTagCountryChile	deu	Chile	date20100514
LangTagCountryChile	eng	Chile	date20100514

LangTagCountryChina	deu	China	date20100514
LangTagCountryChina	eng	China	date20100514

LangTagCountryCocosIslands	deu	Cocosinseln	date20100514
LangTagCountryCocosIslands	eng	Cocos (Keeling) Islands	date20100514

LangTagCountryCookIslands	deu	Cook Inseln	date20100514
LangTagCountryCookIslands	eng	Cook Islands	date20100514

LangTagCountryCostaRica	deu	Costa Rica	date20100514
