//Key	Language	Translation	creation date yyyymmdd
L_CatalogueFormControlBar2ToolBar7ToolButton27Caption	spa	ToolButton27	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton27Hint	deu	Textdatei-Export	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton27Hint	eng	Text file export	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton27Hint	plk	Textdatei-Export	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton27Hint	spa	Exportación de archivo de texto	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton28Caption	deu	ToolButton28	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton28Caption	eng	ToolButton28	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton28Caption	trk	ToolButton28	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton28Caption	spa	ToolButton28	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton28Hint	deu	Csv-Datei-Export	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton28Hint	eng	Csv file export	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton28Hint	plk	Csv-Datei-Export	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButton28Hint	spa	Exportación de archivo Csv	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButtonSaveBreakAfterPageCaption	deu	ToolButtonSaveBreakAfterPage	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButtonSaveBreakAfterPageCaption	eng	ToolButtonSaveBreakAfterPage	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButtonSaveBreakAfterPageCaption	trk	ToolButtonSaveBreakAfterPage	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButtonSaveBreakAfterPageCaption	spa	ToolButtonSaveBreakAfterPage	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButtonSaveBreakAfterPageHint	deu	Einstellung speichern	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButtonSaveBreakAfterPageHint	eng	Store settings	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButtonSaveBreakAfterPageHint	trk	Ayarlarý kaydet	date20030218
L_CatalogueFormControlBar2ToolBar7ToolButtonSaveBreakAfterPageHint	spa	Guardar configuraciones	date20030218
L_CatalogueFormDragDropPopupMenuAbbrechen1Caption	deu	Abbrechen	date20030218
L_CatalogueFormDragDropPopupMenuAbbrechen1Caption	eng	Cancel	date20030218
L_CatalogueFormDragDropPopupMenuAbbrechen1Caption	trk	Ýptal	date20030218
L_CatalogueFormDragDropPopupMenuAbbrechen1Caption	spa	Cancelar	date20030218
L_CatalogueFormDragDropPopupMenuD1Caption	deu	Datensatz hierher kopieren	date20030218
L_CatalogueFormDragDropPopupMenuD1Caption	eng	Copy record in here	date20030218
L_CatalogueFormDragDropPopupMenuD1Caption	plk	Datensatz hierher kopieren	date20030218
L_CatalogueFormDragDropPopupMenuD1Caption	spa	Copie registro por aquí	date20030218
L_CatalogueFormDragDropPopupMenuDatensatzhierherverschieben1Caption	deu	Datensatz hierher verschieben	date20030218
L_CatalogueFormDragDropPopupMenuDatensatzhierherverschieben1Caption	eng	Move record in here	date20030218
L_CatalogueFormDragDropPopupMenuDatensatzhierherverschieben1Caption	plk	Datensatz hierher verschieben	date20030218
L_CatalogueFormDragDropPopupMenuDatensatzhierherverschieben1Caption	spa	Desplace registro por aquí	date20030218
L_CatalogueFormDragDropPopupMenuN6Caption	deu	-	date20030218
L_CatalogueFormDragDropPopupMenuN6Caption	eng	-	date20030218
L_CatalogueFormDragDropPopupMenuN6Caption	plk	-	date20030218
L_CatalogueFormDragDropPopupMenuN6Caption	spa	-	date20030218
L_CatalogueFormDragDropPopupMenuVerknpfunghiererstellen1Caption	deu	Verknüpfung hier erstellen	date20030218
L_CatalogueFormDragDropPopupMenuVerknpfunghiererstellen1Caption	eng	Paste shortcut here	date20030218
L_CatalogueFormDragDropPopupMenuVerknpfunghiererstellen1Caption	trk	Kýsayolu buraya oluþtur	date20030218
L_CatalogueFormDragDropPopupMenuVerknpfunghiererstellen1Caption	spa	Conexión aquí	date20030218
L_CatalogueFormImagePopupMenuBildeinfgen2Caption	deu	Bild einfügen...	date20030218
L_CatalogueFormImagePopupMenuBildeinfgen2Caption	eng	Insert image...	date20030218
L_CatalogueFormImagePopupMenuBildeinfgen2Caption	trk	Resim ekle	date20030218
L_CatalogueFormImagePopupMenuBildeinfgen2Caption	spa	Insertar imagen...	date20030218
L_CatalogueFormImagePopupMenuBildentfernen2Caption	deu	Bild entfernen	date20030218
L_CatalogueFormImagePopupMenuBildentfernen2Caption	eng	Remove image 	date20030218
L_CatalogueFormImagePopupMenuBildentfernen2Caption	trk	Resmi uzaklaþtýr	date20030218
L_CatalogueFormImagePopupMenuBildentfernen2Caption	spa	Quitar imagen 	date20030218
L_CatalogueFormImagePopupMenuLinkentfernen1Caption	deu	Link entfernen	date20030218
L_CatalogueFormImagePopupMenuLinkentfernen1Caption	eng	Remove link	date20030218
L_CatalogueFormImagePopupMenuLinkentfernen1Caption	trk	Baðlantýyý uzaklaþtýr	date20030218
L_CatalogueFormImagePopupMenuLinkentfernen1Caption	spa	Quitar link	date20030218
L_CatalogueFormImagePopupMenuLinkzumBildeinfgen1Caption	deu	Link zum Bild einfügen...	date20030218
L_CatalogueFormImagePopupMenuLinkzumBildeinfgen1Caption	eng	Insert link to image...	date20030218
L_CatalogueFormImagePopupMenuLinkzumBildeinfgen1Caption	trk	Resme baðlantý ekle	date20030218
L_CatalogueFormImagePopupMenuLinkzumBildeinfgen1Caption	spa	Insertar link a imagen...	date20030218
L_CatalogueFormImagePopupMenuN9Caption	deu	-	date20030218
L_CatalogueFormImagePopupMenuN9Caption	eng	-	date20030218
L_CatalogueFormImagePopupMenuN9Caption	plk	-	date20030218
L_CatalogueFormImagePopupMenuN9Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Ansicht1bersicht1Caption	deu	Katalog Artikel&liste	date20030218
L_CatalogueFormMainMenu1Ansicht1bersicht1Caption	eng	Catalog item &list	date20030218
L_CatalogueFormMainMenu1Ansicht1bersicht1Caption	trk	Katalog Ürün&liste	date20030218
L_CatalogueFormMainMenu1Ansicht1bersicht1Caption	spa	Catálogo lista de artículos	date20030218
L_CatalogueFormMainMenu1Ansicht1Caption	deu	&Ansicht	date20030218
L_CatalogueFormMainMenu1Ansicht1Caption	eng	&View	date20030218
L_CatalogueFormMainMenu1Ansicht1Caption	trk	&Görünüm	date20030218
L_CatalogueFormMainMenu1Ansicht1Caption	spa	&Vista	date20030218
L_CatalogueFormMainMenu1Ansicht1ContentPool1Caption	deu	Content &Pool	date20030218
L_CatalogueFormMainMenu1Ansicht1ContentPool1Caption	eng	Content &Pool	date20030218
L_CatalogueFormMainMenu1Ansicht1ContentPool1Caption	trk	Content &Pool	date20030218
L_CatalogueFormMainMenu1Ansicht1ContentPool1Caption	spa	Content &Pool	date20030218
L_CatalogueFormMainMenu1Ansicht1Contentzuordnen1Caption	deu	&Content zuordnen	date20030218
L_CatalogueFormMainMenu1Ansicht1Contentzuordnen1Caption	eng	&Assign content 	date20030218
L_CatalogueFormMainMenu1Ansicht1Contentzuordnen1Caption	plk	&Content zuordnen	date20030218
L_CatalogueFormMainMenu1Ansicht1Contentzuordnen1Caption	spa	&Asignar content 	date20030218
L_CatalogueFormMainMenu1Ansicht1Details1Caption	deu	Katalog Artikel&details	date20030218
L_CatalogueFormMainMenu1Ansicht1Details1Caption	eng	Catalog item &details	date20030218
L_CatalogueFormMainMenu1Ansicht1Details1Caption	trk	Katalog Ürün&ayrýntýlar	date20030218
L_CatalogueFormMainMenu1Ansicht1Details1Caption	spa	Catálogo detalles de artículo	date20030218
L_CatalogueFormMainMenu1Ansicht1N21Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N21Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N21Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N21Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N24Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N24Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N24Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N24Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N26Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N26Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N26Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Ansicht1N26Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Ansicht1NumberOfVisibleRecordsCaption	deu	Artikelbegrenzung...	date20030218
L_CatalogueFormMainMenu1Ansicht1NumberOfVisibleRecordsCaption	eng	Item limitation...	date20030218
L_CatalogueFormMainMenu1Ansicht1NumberOfVisibleRecordsCaption	trk	Ürün sýnýrlama	date20030218
L_CatalogueFormMainMenu1Ansicht1NumberOfVisibleRecordsCaption	spa	Limitación de artículos...	date20030218
L_CatalogueFormMainMenu1Ansicht1Standard1Caption	deu	Katalog &Standardansicht	date20030218
L_CatalogueFormMainMenu1Ansicht1Standard1Caption	eng	Catalog &standard view	date20030218
L_CatalogueFormMainMenu1Ansicht1Standard1Caption	trk	Katalog &Standart görüntü	date20030218
L_CatalogueFormMainMenu1Ansicht1Standard1Caption	spa	Catálogo &vista standard 	date20030218
L_CatalogueFormMainMenu1Ansicht1Zusammenfassunganzeige1Caption	deu	Zusammenfassung anzeigen...	date20030218
L_CatalogueFormMainMenu1Ansicht1Zusammenfassunganzeige1Caption	eng	Sh&ow summary...	date20030218
L_CatalogueFormMainMenu1Ansicht1Zusammenfassunganzeige1Caption	trk	Özeti göster	date20030218
L_CatalogueFormMainMenu1Ansicht1Zusammenfassunganzeige1Caption	spa	Mostrar resumen...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Artikelnachobenverschieben1Caption	deu	Artikel nach oben verschieben	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Artikelnachobenverschieben1Caption	eng	Move item &up	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Artikelnachobenverschieben1Caption	trk	Ürünü yukarý kaydýr	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Artikelnachobenverschieben1Caption	spa	Desplazar artículo arriba 	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Artikelnachuntenverschieben1Caption	deu	Artikel nach unten verschieben	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Artikelnachuntenverschieben1Caption	eng	Move item &down	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Artikelnachuntenverschieben1Caption	trk	Ürünü aþaðý kaydýr	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Artikelnachuntenverschieben1Caption	spa	Desplazar artículo abajo	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Attributlistenbearbeiten1Caption	deu	A&ttributlisten bearbeiten...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Attributlistenbearbeiten1Caption	eng	Edit attribute &list...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Attributlistenbearbeiten1Caption	plk	A&ttributlisten bearbeiten...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Attributlistenbearbeiten1Caption	spa	Editar lista de atributos...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Caption	deu	&Bearbeiten	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Caption	eng	&Edit	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Caption	trk	&Düzen	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Caption	spa	&Editar	date20030218
L_CatalogueFormMainMenu1Bearbeiten1DatensatzamEndeanfgen1Caption	deu	&Neuen Artikel am Ende anfügen	date20030218
L_CatalogueFormMainMenu1Bearbeiten1DatensatzamEndeanfgen1Caption	eng	&Add item at the end	date20030218
L_CatalogueFormMainMenu1Bearbeiten1DatensatzamEndeanfgen1Caption	trk	&Yeni ürünü sona ekle	date20030218
L_CatalogueFormMainMenu1Bearbeiten1DatensatzamEndeanfgen1Caption	spa	&Insertar nuevo artículo al final	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzausschneiden1Caption	deu	Artikel &ausschneiden	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzausschneiden1Caption	eng	Cu&t item	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzausschneiden1Caption	trk	Artikel &kes	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzausschneiden1Caption	spa	Cortar artículo	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzeinfgen1Caption	deu	Artikel &einfügen	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzeinfgen1Caption	eng	&Insert item	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzeinfgen1Caption	trk	Artikel &ekle	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzeinfgen1Caption	spa	&Insertar artículo	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzhieranfgen1Caption	deu	Neuen Artikel &hier einfügen	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzhieranfgen1Caption	eng	Insert &new item here	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzhieranfgen1Caption	trk	Yeni ürünü &buraya ekle	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzhieranfgen1Caption	spa	Insertar &nuevo artículo aquí	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzkopieren1Caption	deu	Artikel &kopieren	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzkopieren1Caption	eng	&Copy item	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzkopieren1Caption	trk	Ürün &kopyala	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzkopieren1Caption	spa	&Copiar artículo	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzlschen1Caption	deu	Artikel &löschen	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzlschen1Caption	eng	Delete ite&m	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzlschen1Caption	trk	Ürün &sil	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Datensatzlschen1Caption	spa	Eliminar artículo	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1AlleDatenstzeindieserWarengruppemarkieren1Caption	deu	Alle Artikel in dieser Warengruppe &markieren	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1AlleDatenstzeindieserWarengruppemarkieren1Caption	eng	&Mark all items in category	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1AlleDatenstzeindieserWarengruppemarkieren1Caption	trk	Bu kategorideki tüm ürünleri &iþaretle	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1AlleDatenstzeindieserWarengruppemarkieren1Caption	spa	&Marcar todos artículos en categoría	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Ausschneiden1Caption	deu	&Ausschneiden	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Ausschneiden1Caption	eng	Cu&t	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Ausschneiden1Caption	trk	&Kes	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Ausschneiden1Caption	spa	Cortar	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Caption	deu	&Markierte Artikel	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Caption	eng	Ma&rked items	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Caption	trk	&Ýþaretli ürün	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Caption	spa	Artículos marcados	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Einfgen1Caption	deu	&Einfügen	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Einfgen1Caption	eng	&Insert	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Einfgen1Caption	trk	&Ekle	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Einfgen1Caption	spa	&Insertar	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Kopieren1Caption	deu	&Kopieren	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Kopieren1Caption	eng	&Copy	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Kopieren1Caption	trk	&Kopyala	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Kopieren1Caption	spa	&Copiar 	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Lschen1Caption	deu	Alle Markierungen &löschen	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Lschen1Caption	eng	&Remove all markings	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Lschen1Caption	trk	Tüm iþaretleri &sil	date20030218
L_CatalogueFormMainMenu1Bearbeiten1MarkierteDatenstze1Lschen1Caption	spa	&Eliminar todas marcaciones	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N13Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N13Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N13Caption	trk	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N13Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N14Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N14Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N14Caption	trk	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N14Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N1Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N1Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N1Caption	trk	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N1Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N20Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N20Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N20Caption	trk	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N20Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N23Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N23Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N23Caption	trk	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N23Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N3Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N3Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N3Caption	trk	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N3Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N5Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N5Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N5Caption	trk	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1N5Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Suchen1Caption	deu	Artikel &suchen...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Suchen1Caption	eng	&Find item...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Suchen1Caption	trk	Ürün &ara...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Suchen1Caption	spa	&Buscar artículo...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Bildverzeichnisseberprfenundaufrumen1Caption	deu	Bildverzeichnisse überprüfen und aufräumen...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Bildverzeichnisseberprfenundaufrumen1Caption	eng	Check and clean up &image directories...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Bildverzeichnisseberprfenundaufrumen1Caption	trk	Resim klasörlerini kontrol et ve düzenle	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Bildverzeichnisseberprfenundaufrumen1Caption	spa	Examinar y ordenar directorios de imágenes...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Caption	deu	Systemdienste	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Caption	eng	&System services	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Caption	trk	Sistem hizmetleri	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Caption	spa	&Servicios de sistema 	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Datenbankpflegen1Caption	deu	Datenbank prüfen und reindizieren...	date20030218
L_CatalogueFormMainMenu1Bearbeiten1Systemdienste1Datenbankpflegen1Caption	eng	&Check and reindex database...	date20030218
