//Key	Language	Translation	creation date yyyymmdd
//  GS ShopBuilder, Copyright (c) 2004 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!		GS ShopBuilder version 3.0.0.3	data20020101
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020101
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020101
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020101
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020101
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020101
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020101	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020101
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020101
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020101	dk
L_CatalogueFormMainMenu1Bild1Bildeinfgen1Caption	deu	&Bild einfügen...	date20030218
L_CatalogueFormMainMenu1Bild1Bildeinfgen1Caption	esp	&Insertar imagen...	date20030218
L_CatalogueFormMainMenu1Bild1Bildentfernen1Caption	deu	Bild &entfernen...	date20030218
L_CatalogueFormMainMenu1Bild1Bildentfernen1Caption	esp	&Quitar imagen	date20030218
L_CatalogueFormMainMenu1Bild1Caption	deu	&Bild	date20030218
L_CatalogueFormMainMenu1Bild1Caption	esp	&Imagen	date20030218
L_CatalogueFormMainMenu1Dateii1Beenden1Caption	deu	&Beenden	date20030218
L_CatalogueFormMainMenu1Dateii1Beenden1Caption	esp	&Salida	date20030218
L_CatalogueFormMainMenu1Dateii1Caption	deu	&Datei	date20030218
L_CatalogueFormMainMenu1Dateii1Caption	esp	&Archivo	date20030218
L_CatalogueFormMainMenu1Dateii1CatalogBackupCaption	deu	Katalogdatensicherung	date20030218
L_CatalogueFormMainMenu1Dateii1CatalogBackupCaption	esp	backup de datos de catálogo	date20030218
L_CatalogueFormMainMenu1Dateii1CatalogExportCaption	deu	Katalogdaten exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1CatalogExportCaption	esp	Exportar datos de catálogo	date20030218
L_CatalogueFormMainMenu1Dateii1CatalogExportExportAsCsvFileCaption	deu	Als CSV-Datei exportieren...	date20030218
L_CatalogueFormMainMenu1Dateii1CatalogExportExportAsCsvFileCaption	esp	Catálogo de exportación como archivo CSV...	date20030218
L_CatalogueFormMainMenu1Dateii1CatalogExportExportAsTextFileCaption	deu	Als CSV-Datei oder Textdatei exportieren...	date20030218
L_CatalogueFormMainMenu1Dateii1CatalogExportExportAsTextFileCaption	esp	Catálogo de exportación como archivo de texto o un archivo CSV...	date20030218
L_CatalogueFormMainMenu1Dateii1Datendrucken1Caption	deu	D&rucken...	date20030218
L_CatalogueFormMainMenu1Dateii1Datendrucken1Caption	esp	&Imprimir...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1AusDatenbankimportieren1Caption	deu	Aus Datenbank importieren...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1AusDatenbankimportieren1Caption	esp	Importación de base de datos...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1Caption	deu	Katalogdaten &importieren...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1Caption	esp	&Importar datos de catálogo...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilder1x1Caption	deu	Import aus GS ShopBuilder Standard 1.x...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilder1x1Caption	esp	Importar desde GS ShopBuilder Standard 1.x...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderPro1x1Caption	deu	Import aus GS ShopBuilder Pro 1.x...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderPro1x1Caption	esp	Importar desde GS ShopBuilder Pro 1.x...	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderPro2x1Caption	deu	Import aus GS ShopBuilder Pro 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderPro2x1Caption	esp	Importar desde GS ShopBuilder Pro 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderPro3x1Caption	deu	Import aus GS ShopBuilder Pro 3.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderPro3x1Caption	esp	Importar desde GS ShopBuilder Pro 3.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderStandard2x1Caption	deu	Import aus GS ShopBuilder Standard 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderStandard2x1Caption	esp	Importar desde GS ShopBuilder Standard 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderStandard3x1Caption	deu	Import aus GS ShopBuilder Standard 3.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportausGSShopBuilderStandard3x1Caption	esp	Importar desde GS ShopBuilder Standard 3.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromDataBackupCaption	deu	Import aus Katalogdatensicherung	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromDataBackupCaption	esp	Importación de backup de datos de catálogo	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromGSShopbuilderPro2x1Caption	deu	Import aus GS Shopbuilder 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromGSShopbuilderPro2x1Caption	esp	Importar desde GS Shopbuilder 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1N22Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1N22Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Dateii1Grundeinstellungen1Caption	deu	&Einstellungen...	date20030218
L_CatalogueFormMainMenu1Dateii1Grundeinstellungen1Caption	esp	Configuración...	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsCVSDateiexportieren1Caption	deu	Als CVS-Datei exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsCVSDateiexportieren1Caption	esp	Catálogo de exportación como archivo CSV	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsTextdateiexportieren1Caption	deu	Als Textdatei exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsTextdateiexportieren1Caption	esp	Catálogo de exportación como archivo de texto	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1Caption	deu	Katalogdaten exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1Caption	esp	Exportar datos de catálogo	date20030218
L_CatalogueFormMainMenu1Dateii1N15Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N15Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Dateii1N2Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N2Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Dateii1N4Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N4Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Dateii1N7Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N7Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Dateii1N8Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N8Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Dateii1NCaption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1NCaption	esp	-	date20030218
L_CatalogueFormMainMenu1Dateii1Onlineshoptestenaufrumen1Caption	deu	Onlineshop &testen und aufräumen...	date20030218
L_CatalogueFormMainMenu1Dateii1Onlineshoptestenaufrumen1Caption	esp	Probar y limpiar tienda online...	date20030218
L_CatalogueFormMainMenu1Dateii1PACDateierzeugen1Caption	deu	&Daten zum ISP übertragen...	date20030218
L_CatalogueFormMainMenu1Dateii1PACDateierzeugen1Caption	esp	&Transferencia de datos a ISP...	date20030218
L_CatalogueFormMainMenu1Dateii1Templateauswhlen1Caption	deu	&Stilvorlage auswählen...	date20030218
L_CatalogueFormMainMenu1Dateii1Templateauswhlen1Caption	esp	&Seleccione plantilla...	date20030218
L_CatalogueFormMainMenu1Dateii1Verffentlichen1Caption	deu	&Veröffentlichen...	date20030218
L_CatalogueFormMainMenu1Dateii1Verffentlichen1Caption	esp	&Publicar...	date20030218
L_CatalogueFormMainMenu1Dateii1Weberzeugen1Caption	deu	&Onlineshop erzeugen und anzeigen...	date20030218
L_CatalogueFormMainMenu1Dateii1Weberzeugen1Caption	esp	&Crear y mostrar una tienda en línea...	date20030218
L_CatalogueFormMainMenu1Hilfe1AnmeldenbeiShopcity241Caption	deu	Meinen Shop bei Shopcity24 anmelden	date20030218
L_CatalogueFormMainMenu1Hilfe1AnmeldenbeiShopcity241Caption	esp	Registrar mi tienda en Shopcity24...	date20030218
L_CatalogueFormMainMenu1Hilfe1ber1Caption	deu	&Über...	date20030218
L_CatalogueFormMainMenu1Hilfe1ber1Caption	esp	&Acerca de...	date20030218
L_CatalogueFormMainMenu1Hilfe1Caption	deu	&Hilfe	date20030218
L_CatalogueFormMainMenu1Hilfe1Caption	esp	&Ayuda	date20030218
L_CatalogueFormMainMenu1Hilfe1FAQBackupCaption	deu	FAQ	date20030218
L_CatalogueFormMainMenu1Hilfe1FAQBackupCaption	esp	FAQ	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderFAQ1Caption	deu	GS ShopBuilder Support	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderFAQ1Caption	esp	GS ShopBuilder apoyo	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderHomepage1Caption	deu	GS ShopBuilder Homepage	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderHomepage1Caption	esp	GS ShopBuilder Homepage	date20030218
L_CatalogueFormMainMenu1Hilfe1Index1Caption	deu	&Online	date20030218
L_CatalogueFormMainMenu1Hilfe1Index1Caption	esp	&En línea	date20030218
L_CatalogueFormMainMenu1Hilfe1Inhalt1Caption	deu	&PDF	date20030218
L_CatalogueFormMainMenu1Hilfe1Inhalt1Caption	esp	&PDF	date20030218
L_CatalogueFormMainMenu1Hilfe1MenuItem1Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Hilfe1MenuItem1Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N10Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N10Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N11Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N11Caption	esp	-	date20030218
L_CatalogueFormMainMenu1Hilfe1Shopcity24DieShoppingMall1Caption	deu	Shopcity24 - Das Onlineshop Verzeichnis	date20030218
L_CatalogueFormMainMenu1Hilfe1Shopcity24DieShoppingMall1Caption	esp	Shopcity24 - Índice de tienda online	date20030218
L_CatalogueFormMainMenu1Links1Caption	deu	&Links	date20030218
L_CatalogueFormMainMenu1Links1Caption	esp	&Enlaces	date20030218
L_CatalogueFormMainMenu1Links1URLzuArtikelbeschreibunghinzufgen1Caption	deu	Link des Artikel&namens bearbeiten...	date20030218
L_CatalogueFormMainMenu1Links1URLzuArtikelbeschreibunghinzufgen1Caption	esp	&Editar elemento de enlace...	date20030218
L_CatalogueFormMainMenu1Links1URLzuBildhuinzufgen1Caption	deu	Link des &Bildes bearbeiten...	date20030218
L_CatalogueFormMainMenu1Links1URLzuBildhuinzufgen1Caption	esp	Editar imagen &link...	date20030218
L_CatalogueFormpcArtikeltsContentManagerCaption	deu	&Content zuordnen	date20030218
L_CatalogueFormpcArtikeltsContentManagerCaption	esp	&Asignar contenido	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel20Panel12Caption	deu	Warengruppen	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel20Panel12Caption	esp	Categorías	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel7Label25Caption	deu	Content zu Warengruppen zuordnen	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel7Label25Caption	esp	Asignar contenido a categorías	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6.Columns[0].TitleCaption	deu	Content Pool	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6.Columns[0].TitleCaption	esp	Contenido piscina	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6Hint	deu	Ziehen Sie mit der Maus den Content auf das entsprechende Keyword	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6Hint	esp	Mover el contenido a las palabras clave mediante arrastrar y soltar	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[0]Caption	deu	Tag	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[0]Caption	esp	Etiqueta	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[1]Caption	deu	Content	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[1]Caption	esp	Contenido	date20030218
L_CatalogueFormpcArtikeltsContentPoolCaption	deu	Content &Pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolCaption	esp	Contenido &piscina	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel18Label23Caption	deu	Content Pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel18Label23Caption	esp	Contenido piscina	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel21Panel24Label28Caption	deu	Name	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel21Panel24Label28Caption	esp	Nombre	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel22Panel23Label27Caption	deu	Inhalt	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel22Panel23Label27Caption	esp	Contenido	date20030218
L_CatalogueFormpcArtikeltsDetailCaption	deu	De&tail	date20030218
L_CatalogueFormpcArtikeltsDetailCaption	esp	De&talle	date20030218
L_CatalogueFormpcArtikeltsDetailPanel16Panel17Caption	deu	Warengruppen	date20030218
L_CatalogueFormpcArtikeltsDetailPanel16Panel17Caption	esp	Categorías	date20030218
L_CatalogueFormpcArtikeltsDetailPanel4Label18Caption	deu	Katalog Warengruppen	date20030218
L_CatalogueFormpcArtikeltsDetailPanel4Label18Caption	esp	Categorías de catálogo	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Caption	deu	Detailseite anlegen	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Caption	esp	Crear la página de detalle	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label7Caption	deu	Kurzbeschreibungstext	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label7Caption	esp	Breve descripción 1:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label8Caption	deu	Auführlicher Beschreibungstext	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label8Caption	esp	Descripción extensa 2:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Caption	deu	Staffelpreise	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Caption	esp	precios a granel	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label10Caption	deu	ab Menge:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label10Caption	esp	de la cantidad:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label11Caption	deu	Preis:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label11Caption	esp	Precio:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox3Caption	deu	Attribute	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox3Caption	esp	Atributos	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4Caption	deu	Optionen	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4Caption	esp	Opciones	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox12Caption	deu	Texteingabe	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox12Caption	esp	Entrada de texto	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox1Caption	deu	Aktiv	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox1Caption	esp	Activo	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox2Caption	deu	Markiert	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox2Caption	esp	Marcado	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox3Caption	deu	Detailseite	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox3Caption	esp	Página de detalle	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox4Caption	deu	Auf Hauptseite	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox4Caption	esp	En la Página principal	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox5Caption	deu	Variante	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox5Caption	esp	Variante	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label13Caption	deu	Preis:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label13Caption	esp	Precio:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label3Caption	deu	Artikelnummer:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label3Caption	esp	Número de artículo	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label4Caption	deu	Produktname:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label4Caption	esp	Nombre del artículo:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label5Caption	deu	UST-Satz:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label5Caption	esp	Tasa de impuesto sobre las ventas:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label6Caption	deu	Beschreibung:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label6Caption	esp	Descripción:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label9Caption	deu	Gewicht:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label9Caption	esp	Peso:	date20030218
L_CatalogueFormpcArtikeltsOverviewCaption	deu	Li&ste	date20030218
L_CatalogueFormpcArtikeltsOverviewCaption	esp	Li&sta	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel15Panel10Caption	deu	Warengruppen	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel15Panel10Caption	esp	Categorías	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel1Label24Caption	deu	Katalog Artikelliste	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel1Label24Caption	esp	lista de catálogo	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel6Panel11Label12Caption	deu	Artikelbezeichnung	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel6Panel11Label12Caption	esp	Nombre del artículo	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel6Panel11Label14Caption	deu	Preis	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel6Panel11Label14Caption	esp	Precio	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel6Panel11Label2Caption	deu	Artikelnummer	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel6Panel11Label2Caption	esp	Número de artículo	date20030218
L_CatalogueFormpcArtikeltsStandardCaption	deu	&Standard	date20030218
L_CatalogueFormpcArtikeltsStandardCaption	esp	E&stándar	date20030218
L_CatalogueFormpcArtikeltsStandardPanel13Label22Caption	deu	Katalog Standardansicht	date20030218
L_CatalogueFormpcArtikeltsStandardPanel13Label22Caption	esp	vista estándar de catálogo	date20030218
L_CatalogueFormpcArtikeltsStandardPanel2Panel14Caption	deu	Warengruppen	date20030218
L_CatalogueFormpcArtikeltsStandardPanel2Panel14Caption	esp	Categorías	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox10Caption	deu	Variante	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox10Caption	esp	Variante	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox11Caption	deu	Texteingabe	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox11Caption	esp	Entrada de texto	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox13Caption	deu	Detailseite anlegen	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox13Caption	esp	Crear la página de detalle	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox6Caption	deu	Aktiv	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox6Caption	esp	Activo	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox7Caption	deu	Markiert	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox7Caption	esp	Marcado	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox9Caption	deu	Auf Hauptseite	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2DBCheckBox9Caption	esp	En la Página principal	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2Label1Caption	deu	Attribute:	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3DBCtrlGrid2Label1Caption	esp	Atributos:	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3Label19Caption	deu	Label19	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3Label19Caption	esp	Label19	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3Panel5Label15Caption	deu	Artikelnummer	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3Panel5Label15Caption	esp	Número de artículo	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3Panel5Label16Caption	deu	Artikelbezeichnung	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3Panel5Label16Caption	esp	Nombre del artículo	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3Panel5Label17Caption	deu	Preis	date20030218
L_CatalogueFormpcArtikeltsStandardPanel3Panel5Label17Caption	esp	Precio	date20030218
L_CatalogueFormpmContentTagsListederContentTags1Caption	deu	Liste der Content Tags...	date20030218
L_CatalogueFormpmContentTagsListederContentTags1Caption	esp	Lista de etiquetas de contenido...	date20030218
L_CatalogueFormpmContentTagsLschen2Caption	deu	&Löschen	date20030218
L_CatalogueFormpmContentTagsLschen2Caption	esp	&Eliminar	date20030218
L_CatalogueFormpmContentTagsN16Caption	deu	&Ändern...	date20030218
L_CatalogueFormpmContentTagsN16Caption	esp	&Modificar...	date20030218
L_CatalogueFormpmContentTagsN17Caption	deu	-	date20030218
L_CatalogueFormpmContentTagsN17Caption	esp	-	date20030218
L_CatalogueFormpmContentTagsNeu1Caption	deu	&Neu...	date20030218
L_CatalogueFormpmContentTagsNeu1Caption	esp	&Nuevo...	date20030218
L_CatalogueFormpmTagContentLschen3Caption	deu	Zuordnung entfernen	date20030218
L_CatalogueFormpmTagContentLschen3Caption	esp	Quitar asignación	date20030218
L_CatalogueFormPopUpRubrikenTreeBaumstruktureinklappen1Caption	deu	Nur Hauptwarengruppen zeigen	date20030218
L_CatalogueFormPopUpRubrikenTreeBaumstruktureinklappen1Caption	esp	Mostrar categorías principales solamente	date20030218
L_CatalogueFormPopUpRubrikenTreeBaumstrukturvollstndigzeigen1Caption	deu	Alle Warengruppen zeigen	date20030218
L_CatalogueFormPopUpRubrikenTreeBaumstrukturvollstndigzeigen1Caption	esp	Mostrar todas las categorías	date20030218
L_CatalogueFormPopUpRubrikenTreeN12Caption	deu	-	date20030218
L_CatalogueFormPopUpRubrikenTreeN12Caption	esp	-	date20030218
L_CatalogueFormPopUpRubrikenTreeN18Caption	deu	-	date20030218
L_CatalogueFormPopUpRubrikenTreeN18Caption	esp	-	date20030218
L_CatalogueFormPopUpRubrikenTreeN19Caption	deu	-	date20030218
L_CatalogueFormPopUpRubrikenTreeN19Caption	esp	-	date20030218
L_CatalogueFormPopUpRubrikenTreeneueRubrik1Caption	deu	Neue Warengruppe	date20030218
L_CatalogueFormPopUpRubrikenTreeneueRubrik1Caption	esp	Nueva categoría	date20030218
L_CatalogueFormPopUpRubrikenTreeRubriklschen1Caption	deu	Löschen...	date20030218
